Word	uniqueID	WordContext	N_Ratings	Level1	N_noSize	N_notKnow	N_noRange	RangeStart_mean	RangeEnd_mean	RangeLength_mean	Size_mean	RangeStart_SD	RangeEnd_SD	RangeLength_SD	Size_SD
magnifying glass	magnifying_glass	magnifying glass	45	3.046511628	2	0	0	193.2790698	217.744186	24.46511628	205.5116279	27.16644077	23.31471334	15.7228206	24.06229227
mail	mail	mail	43	3.125	11	0	0	208.4375	234.46875	26.03125	221.453125	23.24475314	24.32837766	16.14148008	22.38207786
mailbox	mailbox	mailbox	48	4.212765957	1	0	0	248.212766	264.106383	15.89361702	256.1595745	14.27210135	16.04102626	10.74453156	14.20008664
makeup	makeup	makeup	48	2.542857143	13	0	0	169.71428569999998	195.0	25.28571429	182.3571429	23.27277054	23.12625195	18.26209741	21.32713386
mallet	mallet	mallet	45	3.6	0	0	1	224.5777778	241.8222222	17.24444444	233.2	20.44225669	17.11364274	8.141240567999999	18.40682927
man	man	man	42	5.585365854	1	0	0	303.4878049	324.4634146	20.97560976	313.97560980000003	23.13560238	12.56005088	21.8431772	15.07396399
manatee	manatee	manatee	44	5.590909091	0	0	0	302.7045455	329.7045455	27.0	316.2045455	37.72457070000001	31.66582748	20.99944628	33.2067726
mandolin	mandolin	mandolin	48	4.35	0	8	0	251.95	270.175	18.225	261.0625	12.97324663	13.66614289	9.817534026	12.38702149
mango	mango	mango	45	3.133333333	0	0	2	204.5555556	218.3555556	13.8	211.4555556	19.60351958	18.02038688	9.279988245	18.24792087
manhole	manhole	manhole	46	4.4	0	1	1	263.4444444	280.6222222	17.17777778	272.03333330000004	21.17412181	17.67546951	13.39655466	18.31709336
mannequin	mannequin	mannequin	44	5.488372093	0	1	1	299.8139535	315.4186047	15.60465116	307.61627910000004	14.308265700000002	14.47531981	8.05084892	13.8176204
mantle	mantle	mantle (mantelpiece)	46	4.953488372	1	3	0	276.6744186	298.0930233	21.41860465	287.3837209	26.123079500000003	27.37205209	16.24108922	25.49272473
map	map	map	47	4.25	3	0	1	248.6136364	279.5454545	30.93181818	264.0795455	34.76647403	28.28053365	29.35143729	28.08685515
maple syrup	maple_syrup	maple syrup	48	3.142857143	20	0	0	204.2142857	225.75	21.53571429	214.9821429	32.27469728	27.57699659	20.13929666	28.27853595
marble	marble	marble	45	1.088888889	0	0	11	139.4222222	144.88888889999998	5.466666667	142.1555556	11.85995725	13.14987422	5.960475881	12.16170509
margarita	margarita	margarita	47	3.2	6	1	0	204.275	222.325	18.05	213.3	26.65735815	22.36571036	15.19269393	23.40331995
marijuana	marijuana	marijuana	43	2.0625	11	0	0	158.375	187.59375	29.21875	172.984375	39.6401149	36.89292211	22.05379694	36.66907029
marker	marker	marker	41	2.634146341	0	0	1	180.9512195	198.8780488	17.92682927	189.9146341	23.65898478	20.05766078	11.55939065	21.15712127
marmalade	marmalade	marmalade	45	2.958333333	15	7	0	188.8333333	215.5416667	26.70833333	202.1875	34.72709338	24.35958729	19.59476231	28.3494546
marshmallow	marshmallow	marshmallow	44	1.931818182	0	0	1	153.25	173.2727273	20.02272727	163.26136359999998	16.77917452	13.05153227	10.50025168	14.08466453
mascara	mascara	mascara	47	2.1777777780000003	2	0	1	163.6	186.4444444	22.84444444	175.0222222	23.61952197	23.95408065	15.73495754	22.44866759
mashed potato	mashed_potato	mashed potato	47	2.666666667	14	0	0	179.63636359999998	212.93939390000003	33.3030303	196.2878788	29.93411326	26.63050341	24.7998045	25.47272754
mask	mask	mask	44	3.12195122	2	1	1	204.902439	224.6097561	19.70731707	214.7560976	25.71361981	23.74329174	13.86586438	23.75713628
mast	mast	mast (sailing)	44	6.43902439	0	3	2	339.2926829	368.3902439	29.09756098	353.84146339999995	36.54192379999999	33.31882204	22.61393915	33.08897834
mat	mat	mat (doormat)	46	4.239130435	0	0	1	255.3043478	272.8478261	17.54347826	264.07608700000003	19.76514279	21.34579573	11.61360605	19.73405612
match	match	match	46	1.477272727	1	2	1	144.0909091	159.81818180000002	15.72727273	151.9545455	16.81336426	16.388130599999997	12.06448495	15.46745202
matchbox	matchbox	matchbox	44	2.159090909	0	0	2	169.5227273	186.3636364	16.84090909	177.94318180000002	17.67864121	15.42437049	11.73137947	15.51826228
mattress	mattress	mattress	46	6.0	0	0	1	318.3478261	340.0434783	21.69565217	329.1956522	7.071750974	4.934939026	7.290388087	4.8881696880000005
measuring cup	measuring_cup	measuring cup	41	3.0	0	1	0	190.95	218.975	28.025	204.9625	26.51071385	20.54699117	18.72676338	21.7904906
meat	meat	meat	40	3.133333333	10	0	0	195.6333333	237.1333333	41.5	216.3833333	26.37982946	22.92827397	31.04473968	19.23165643
meat grinder	meat_grinder	meat grinder	44	4.166666667	0	2	1	247.6666667	266.23809520000003	18.57142857	256.952381	29.35789807	29.90620257	11.71853412	29.04827973
meatball	meatball	meatball	42	2.166666667	0	0	0	162.38095239999998	184.0714286	21.69047619	173.2261905	20.44021906	17.53657204	13.43182986	17.82030986
meatloaf	meatloaf	meatloaf	46	3.681818182	2	2	0	218.2272727	237.5909091	19.36363636	227.9090909	26.55565777	24.25189341	14.90916826	24.31270907
medal	medal	medal	46	2.511111111	1	0	0	173.2666667	195.8222222	22.55555556	184.5444444	18.95137318	14.31827962	16.80848751	14.54140727
meerkat	meerkat	meerkat	46	3.87804878	0	5	0	228.902439	253.1463415	24.24390244	241.0243902	24.96478007	17.66431569	22.05649619	18.60139485
megaphone	megaphone	megaphone	45	3.954545455	0	1	1	237.25	254.1136364	16.86363636	245.6818182	16.42619151	13.0370062	10.20166632	13.92383389
melon	melon	melon	45	3.5333333330000003	0	0	1	224.4222222	242.6888889	18.26666667	233.5555556	13.48482125	11.95602211	12.44880425	11.11981351
memory stick	memory_stick	memory stick	46	2.046511628	2	1	1	162.9069767	178.7906977	15.88372093	170.8488372	20.80958336	17.33501568	9.940799293	18.49502342
metal detector	metal_detector	metal detector	43	4.658536585	2	0	0	266.097561	285.804878	19.70731707	275.9512195	35.04982516	37.56808453	15.31542344	35.51457533
metronome	metronome	metronome	47	3.58974359	1	7	1	221.4871795	238.79487180000004	17.30769231	230.1410256	28.34085	21.15379708	13.40689894	24.09164212
microphone	microphone	microphone	43	3.325581395	0	0	1	205.3953488	227.4883721	22.09302326	216.4418605	32.24175017	30.42897436	21.39961499	29.46592247
microscope	microscope	microscope	37	3.891891892	0	0	2	236.4054054	256.1351351	19.72972973	246.2702703	14.91170208	18.56544305	12.26931278	15.68066511
microwave	microwave	microwave	43	4.0	2	0	10	257.6585366	263.0243902	5.365853659	260.3414634	2.688956639	5.057112837	6.203854034	2.603936982
milk	milk	milk	46	3.4	21	0	0	210.44	235.12	24.68	222.78	28.67937703	27.96622964	12.71390315	27.60249083
milkshake	milkshake	milkshake	45	3.41025641	6	0	1	216.1025641	232.0512821	15.94871795	224.0769231	11.38048855	7.983366649	11.98013425	7.793839049
minivan	minivan	minivan	48	6.8125	0	0	1	360.1875	376.7291667	16.54166667	368.4583333	13.39046382	10.82105824	10.32237465	11.02551843
mint	mint	mint	45	1.488888889	0	0	0	132.0444444	155.3111111	23.26666667	143.67777780000003	17.85033175	18.54579372	14.23887125	16.75123997
mirror	mirror	mirror	48	4.119047619	6	0	0	229.0714286	286.11904760000004	57.04761905	257.5952381	34.50018936	28.58722415	31.33839878	27.53583875
missile	missile	missile	45	6.288888889	0	0	1	329.0444444	371.0888889	42.04444444	350.0666667	54.52061977	43.8140815	30.04992479	47.12044528
mistletoe	mistletoe	mistletoe	39	2.594594595	1	1	1	184.6756757	212.8108108	28.13513514	198.7432432	36.30048519	37.31386236	21.81381082	35.15770455
mitten	mitten	mitten	48	3.458333333	0	0	2	210.375	229.1458333	18.77083333	219.7604167	18.44903849	14.70416005	13.81371441	15.18502537
mixer	mixer	mixer (electric whisk)	42	3.87804878	0	1	0	237.39024390000003	254.19512200000003	16.80487805	245.7926829	13.75659487	12.95032724	9.806170283	12.42727626
moccasin	moccasin	moccasin (shoe)	42	3.609756098	1	0	0	214.4146341	237.2195122	22.80487805	225.8170732	19.345510600000004	11.21274319	16.62711567	13.44886431
modem	modem	modem	41	3.4358974360000003	0	2	1	217.76923080000003	237.1538462	19.38461538	227.4615385	21.81194933	17.94368158	13.62971866	18.77301556
mold	mold1	mold (mold fungus)	39	1.318181818	17	0	1	120.5454545	166.0	45.45454545	143.2727273	34.76961902	52.19925196	38.25942433	40.01122678
mold	mold2	mold (form)	45	1.956521739	18	4	1	150.0434783	193.1304348	43.08695652	171.5869565	52.96523582	68.90527381	38.37484148	58.38209801
mole	mole	mole	46	2.431818182	1	1	1	176.5	195.9318182	19.43181818	186.2159091	55.37840231	52.48007273	13.99899951	53.49270736
money	money	money	45	2.282051282	5	1	1	168.0769231	197.9487179	29.87179487	183.0128205	31.18567874	24.24105773	20.79749414	25.92207127
mongoose	mongoose	mongoose	43	4.184210526	0	5	0	244.7631579	266.7631579	22.0	255.7631579	33.65920958	28.73404066	17.44334458	30.05372146
monkey	monkey	monkey	44	4.5	0	0	1	258.3181818	284.7954545	26.47727273	271.5568182	16.54419413	16.14696969	14.64381548	14.61530574
moose	moose	moose	40	6.1	0	0	0	331.4	352.175	20.775	341.7875	27.30436238	27.41783763	10.533189300000002	26.84950639
mop	mop	mop	46	4.456521738999999	0	0	2	267.4347826	285.6086957	18.17391304	276.52173910000005	29.693734600000003	27.5442902	11.84774587	28.01982562
mosquito	mosquito	mosquito	47	0.765957447	1	0	3	109.6595745	125.8723404	16.21276596	117.7659574	16.79839096	17.36890903	11.77310156	16.03998098
mosquito net	mosquito_net	mosquito net	44	4.974358973999999	2	3	0	280.28205130000003	306.5641026	26.28205128	293.4230769	46.10283055	48.96335626	14.88190126	46.96885004
moss	moss	moss	46	1.5384615380000002	19	1	0	131.7692308	167.6923077	35.92307692	149.73076919999997	41.42782417	42.15473329	21.29586453	40.41366867
moth	moth	moth	45	1.622222222	0	0	1	142.24444440000002	162.0444444	19.8	152.14444440000003	18.42078317	19.10254095	10.53694798	18.009979
motherboard	motherboard	motherboard	45	3.384615385	0	6	0	214.3333333	236.5384615	22.20512821	225.4358974	31.57891813	25.85164777	22.22869114	26.63154528
motorcycle	motorcycle	motorcycle	43	6.0	0	0	0	311.46511630000003	333.372093	21.90697674	322.4186047	20.95385956	17.395981	18.06445333	17.00767692
mouse	mouse2	mouse (computer)	42	2.714285714	0	0	0	184.5714286	203.2380952	18.66666667	193.9047619	11.29027826	12.20517588	10.41496734	10.54042051
mouse	mouse1	mouse (animal)	46	2.52173913	0	0	1	179.9130435	202.173913	22.26086957	191.0434783	23.5644045	23.32600299	14.65065002	22.27176241
mousepad	mousepad	mousepad	46	3.466666667	1	0	1	212.9555556	231.64444440000003	18.68888889	222.3	24.25616656	18.11096548	13.19748981	20.36273334
mousetrap	mousetrap	mousetrap	44	2.818181818	0	0	0	190.0681818	209.9772727	19.90909091	200.0227273	20.21097759	18.37147515	14.14841298	17.97089202
mousse	mousse	mousse	44	3.0	9	3	1	192.09375	214.0	21.90625	203.046875	49.42270562	50.3042357	12.88499847	49.44748915
mouth	mouth	mouth	47	2.355555556	2	0	1	168.64444440000003	194.2888889	25.64444444	181.4666667	23.87291691	18.71025754	28.42626471	16.06181242
mouthpiece	mouthpiece	mouthpiece (gumshield)	47	2.6	0	2	1	182.4666667	196.1555556	13.68888889	189.3111111	21.7042099	22.31892344	8.514218648	21.59816093
mud	mud	mud	47	1.526315789	28	0	0	139.2105263	176.4210526	37.21052632	157.8157895	67.06843847	74.74870179999999	29.32874765	69.48185425
muff	muff	muff (hands)	46	3.238095238	0	4	0	210.0952381	229.4761905	19.38095238	219.7857143	21.4223607	13.14689631	12.77946596	16.5846472
muffin	muffin	muffin	46	2.891304348	0	0	1	187.4130435	209.6521739	22.23913043	198.5326087	15.48702121	13.79890075	13.02337178	13.14255268
mug	mug	mug	40	3.1	0	0	0	205.1	222.05	16.95	213.575	14.22313031	13.00877416	10.33031387	12.61284957
mulberry	mulberry	mulberry	48	1.5116279069999998	0	5	0	141.7674419	162.06976740000002	20.30232558	151.91860469999995	29.93790177	28.18509852	14.23030784	28.19066255
mulch	mulch	mulch	43	1.785714286	14	1	0	154.46428569999998	184.0714286	29.60714286	169.2678571	56.68397261	49.97401441	17.0366474	52.75107198
mullet	mullet	mullet (hair)	47	3.432432432	8	2	0	213.4864865	236.8918919	23.40540541	225.1891892	32.20560823	25.63719497	19.72795459	27.38494907
mushroom	mushroom	mushroom	44	2.159090909	0	0	0	158.43181819999998	191.5454545	33.11363636	174.98863640000002	20.78617354	20.40913446	23.62026712	16.87660023
music box	music_box	music box	40	3.820512821	0	1	1	227.3333333	251.974359	24.64102564	239.6538462	28.55680704	29.62883302	18.8225609	27.53374815
mussel	mussel	mussel	46	1.906976744	0	3	0	154.5581395	174.2790698	19.72093023	164.41860469999995	21.74013441	16.72370086	12.6006908	18.3429402
mustache	mustache	mustache	45	2.409090909	1	0	0	171.18181819999998	194.1818182	23.0	182.6818182	20.33929949	15.96547544	17.72266976	15.99276396
mustard	mustard	mustard	46	1.7878787880000002	14	0	1	151.7575758	174.4545455	22.6969697	163.10606059999998	49.27095386	51.72951944	18.80406347	49.63251794
nacho	nacho	nacho	41	2.461538462	1	1	1	171.8974359	192.5128205	20.61538462	182.2051282	30.60598056	32.15412865	14.73916263	30.51223179
nail	nail	nail (metal)	45	1.622222222	0	0	1	142.24444440000002	164.62222219999998	22.37777778	153.43333330000002	19.51823804	20.19033172	19.92860996	17.17609332
nail clippers	nail_clippers	nail clippers	43	2.11627907	0	0	0	164.627907	181.5116279	16.88372093	173.06976740000002	25.85861122	18.99795991	12.69647364	21.78290652
nail file	nail_file	nail file	44	2.325581395	0	1	0	170.1860465	188.6744186	18.48837209	179.43023259999998	23.69675065	20.97131934	13.77950876	21.28843342
nail polish	nail_polish	nail polish	45	2.159090909	1	0	1	164.68181819999998	179.38636359999998	14.70454545	172.0340909	18.71794653	13.83493372	14.45213358	14.78740733
napkin	napkin	napkin	47	3.0	1	1	1	193.0217391	215.5217391	22.5	204.2717391	33.20072899	21.50425191	23.6424759	25.3499302
napkin ring	napkin_ring	napkin ring	45	2.1	1	4	0	164.775	181.7	16.925	173.2375	26.30149406	23.31303146	12.73071694	24.02322261
navel	navel	navel (belly button)	48	1.173913043	2	0	3	131.8043478	146.2608696	14.45652174	139.03260869999997	9.528016152	11.45897956	12.42704313	8.511040003
neck	neck	neck	44	3.394736842	6	0	1	211.8157895	231.1842105	19.36842105	221.5	17.41365612	11.72858661	15.01426538	12.80783122
necklace	necklace	necklace	47	2.511627907	3	1	1	170.1860465	198.2790698	28.09302326	184.2325581	38.94639528	32.73873894	20.59566986	34.4714079
needle	needle	needle	43	1.139534884	0	0	0	124.5813953	148.4651163	23.88372093	136.52325580000002	29.4628358	30.59127547	17.79139613	28.68464694
nest	nest	nest	46	3.186046512	3	0	1	199.8837209	233.6511628	33.76744186	216.7674419	27.30097618	21.64528291	25.65878408	21.0318208
net	net	net	44	4.702702703	7	0	0	259.8378378	309.5135135	49.67567568	284.6756757	43.72420733	46.98736333	41.16906474	40.44856408
nightshirt	nightshirt	nightshirt	45	4.340909091	0	1	0	254.25	273.9090909	19.65909091	264.0795455	22.17071712	22.20812567	12.21501779	21.33234883
nightstand	nightstand	nightstand	43	4.595238095	1	0	0	267.0714286	285.9047619	18.83333333	276.48809520000003	18.48716477	18.89613398	10.06543631	18.00253644
noisemaker	noisemaker	noisemaker (party)	41	2.764705882	1	6	2	188.7941176	207.5294118	18.73529412	198.1617647	26.51103762	31.76164572	13.76052506	28.43379354
noodle	noodle	noodle	45	2.139534884	2	0	0	153.4651163	182.7209302	29.25581395	168.0930233	34.96348356	32.80993286	23.62715651	31.77904667
noose	noose	noose	43	3.736842105	2	3	1	225.9210526	245.4736842	19.55263158	235.6973684	31.37857901	28.65897986	18.05950729	28.66076975
nose	nose	nose	43	2.023255814	0	0	0	157.2790698	173.8837209	16.60465116	165.58139530000005	13.5967881	9.116205618	10.58556865	10.29443344
notebook	notebook	notebook	43	3.738095238	1	0	1	226.047619	245.2857143	19.23809524	235.6666667	15.98925307	13.71003854	13.07727413	13.38121484
notepad	notepad	notepad	43	3.4186046510000003	0	0	0	210.1627907	233.2325581	23.06976744	221.6976744	24.77799545	17.6038919	19.03930189	19.26912764
nut	nut	nut	43	1.534883721	0	0	1	132.83720929999998	160.8372093	28.0	146.8372093	16.17306731	11.1674063	18.06733438	10.56088974
nutcracker	nutcracker	nutcracker (tool)	45	3.238095238	0	3	0	199.1190476	218.2142857	19.095238100000003	208.6666667	25.03188443	22.50803186	14.27399054	22.70829511
oar	oar	oar	43	4.846153846	0	4	1	281.4358974	299.3076923	17.87179487	290.37179489999994	28.04300726	26.66769566	12.14209617	26.68202577
oatmeal	oatmeal	oatmeal	43	1.657894737	4	1	0	146.8421053	163.0	16.15789474	154.9210526	45.86733296	45.25662562	8.939817749	45.34321462
octopus	octopus	octopus	44	4.090909091	0	0	1	243.8181818	280.3181818	36.5	262.0681818	34.68681991	33.03400132	26.93273274	31.07840627
odometer	odometer	odometer	45	2.769230769	2	5	0	192.2564103	213.1794872	20.92307692	202.7179487	29.65123406	21.82329971	16.02199905	24.769940100000003
oil	oil	oil	42	1.909090909	31	0	0	144.5454545	162.63636359999998	18.09090909	153.5909091	57.72930562	61.89228179	7.751832628	59.72136058
oilcan	oilcan	oilcan	47	3.780487805	1	5	2	230.1219512	247.4878049	17.36585366	238.804878	20.65332312	21.11293673	11.95775083	20.01027175
okra	okra	okra	45	2.2	1	4	1	164.275	187.975	23.7	176.125	41.95967997	32.51231522	20.46284939	36.11302592
olive	olive	olive	44	1.454545455	0	0	0	137.68181819999998	153.93181819999998	16.25	145.80681819999998	9.237871312	9.772761689	8.518447833	8.501857464
omelet	omelet	omelet	45	3.046511628	2	0	0	199.4418605	219.58139530000005	20.13953488	209.5116279	19.3984564	15.78310211	12.4720285	16.54736649
onion	onion	onion	45	2.9111111110000003	0	0	0	191.5333333	212.0666667	20.53333333	201.8	17.53904735	11.16080805	17.31735861	11.8793174
orange	orange	orange	44	2.8409090910000003	0	0	0	195.3863636	209.9090909	14.52272727	202.6477273	14.6243122	13.10568522	8.367958369	13.24043294
orange rind	orange_rind	orange rind	42	2.648648649	3	2	0	182.0540541	199.5675676	17.51351351	190.8108108	20.82325883	16.68588982	10.48973472	18.12470358
orangutan	orangutan	orangutan	48	5.130434783	1	1	1	288.97826089999995	307.5434783	18.56521739	298.26086960000004	22.9835585	24.41011313	12.45730874	22.87471654
orchid	orchid	orchid	41	2.923076923	0	2	0	194.3846154	217.5897436	23.20512821	205.9871795	37.03313977	34.80526121	16.6751935	34.95589085
organ	organ	organ (instrument)	47	5.644444444	2	0	0	308.5777778	332.2666667	23.68888889	320.4222222	36.6807411	35.47688108	14.3714082	35.36111686
origami	origami	origami	44	2.625	4	0	1	173.45	205.15	31.7	189.3	27.04312795	26.35414627	20.00666556	24.75619581
ostrich	ostrich	ostrich	45	5.222222222	0	0	1	291.9777778	312.75555560000004	20.77777778	302.3666667	28.07901909	23.35317338	15.365085699999998	24.65521335
otter	otter	otter	44	4.23255814	0	1	0	250.5581395	268.9534884	18.39534884	259.755814	17.81024628	19.43849089	9.715327936	17.99813882
ottoman	ottoman	ottoman	44	4.674418605	0	1	0	273.5813953	291.8604651	18.27906977	282.72093019999994	19.02158243	17.82932495	9.222967143	17.84900368
outfit	outfit	outfit	47	4.418604651	4	0	1	261.0	283.46511630000003	22.46511628	272.2325581	24.42481174	20.08475949	16.23246136	20.83533767
outlet	outlet	outlet	45	2.658536585	2	2	2	182.6097561	202.3902439	19.7804878	192.5	25.96524412	27.27075178	15.68042122	25.44553006
oven	oven	oven	45	4.622222222	0	0	1	275.0888889	295.7111111	20.62222222	285.4	18.81708873	14.94782171	15.33458493	15.16485171
overalls	overalls	overalls	40	4.871794872	0	1	0	278.6923077	293.9487179	15.25641026	286.3205128	21.3863629	16.86158624	10.76964044	18.48914588
owl	owl	owl	45	3.933333333	0	0	0	232.9333333	252.5111111	19.57777778	242.7222222	17.34463501	14.36160003	12.19256273	14.70990527
oyster	oyster	oyster	45	2.333333333	0	0	1	165.75555559999998	189.1555556	23.4	177.4555556	19.25446295	18.14581789	17.83816134	16.44544087
pacifier	pacifier	pacifier	47	1.911111111	0	2	0	158.6	177.4222222	18.82222222	168.0111111	13.03910203	12.02173957	10.37542746	11.41743528
paddle	paddle	paddle	41	4.525	0	1	1	259.325	278.65	19.325	268.9875	38.37559822	36.70921773	12.97213483	36.98726175
padlock	padlock	padlock	46	2.595238095	0	4	2	179.88095239999998	197.8333333	17.95238095	188.8571429	21.97471094	14.49291949	19.01597837	16.00201425
paint	paint	paint	43	3.666666667	31	0	1	222.8333333	246.5833333	23.75	234.7083333	61.88234193	58.60105232	25.06038163	58.94699404
paintbrush	paintbrush	paintbrush	44	3.0	0	0	0	195.3409091	218.2272727	22.88636364	206.7840909	26.05980883	24.91181063	14.77618434	24.39819802
painting	painting	painting	45	4.166666667	8	1	0	244.9722222	286.0	41.02777778	265.4861111	40.45772828	38.73352184	35.18480688	35.48329307
pajamas	pajamas	pajamas	45	4.441860465	2	0	0	259.6744186	278.5348837	18.86046512	269.10465120000003	26.15951155	26.55663206	11.20922536	25.75608068
palette	palette	palette	46	3.9	3	3	0	241.225	261.35	20.125	251.2875	41.70008147	42.54864486	14.4793177	41.49975093
pallet	pallet	pallet	44	5.093023256	0	1	0	287.7906977	309.60465120000003	21.81395349	298.6976744	31.02115878	34.40455364	16.42769991	31.71002161
palm tree	palm_tree	palm tree	43	6.476190476	1	0	0	342.9047619	372.2619048	29.35714286	357.5833333	36.25842847	31.10098385	21.43603238	32.03274176
pan	pan	pan	43	3.880952381	1	0	0	229.2619048	253.4047619	24.14285714	241.3333333	18.31307613	11.12031655	18.91259927	11.83610983
pancake	pancake	pancake	46	3.260869565	0	0	1	210.6304348	229.5652174	18.93478261	220.0978261	18.08419653	12.1831435	16.15398427	13.13376461
panda	panda	panda	46	5.369565217000001	0	0	0	293.8913043	319.13043480000005	25.23913043	306.51086960000004	29.39253742	24.33434582	19.22750898	25.21143681
panther	panther	panther	46	5.2826086960000005	0	0	0	291.26086960000004	313.6956522	22.43478261	302.47826089999995	18.39617688	19.21442695	14.23400026	17.41134896
panties	panties	panties	42	3.428571429	0	0	0	220.452381	237.2619048	16.80952381	228.8571429	23.6738019	24.10754312	9.956584034	23.36723934
pants	pants	pants	48	4.489361702	1	0	2	258.5531915	280.0638298	21.5106383	269.30851060000003	26.84400063	20.15742851	18.61377744	21.8367344
pantsuit	pantsuit	pantsuit	43	4.487179487	2	2	0	264.1794872	281.9230769	17.74358974	273.05128210000004	29.87946998	28.79545342	17.33830252	28.03259261
pantyhose	pantyhose	pantyhose	44	3.1282051280000003	3	2	0	208.4358974	230.79487180000004	22.35897436	219.6153846	41.75542503	36.79829765	14.74428913	38.65833156
papaya	papaya	papaya	46	3.47826087	0	0	0	212.3695652	231.6086957	19.23913043	221.9891304	19.35786799	13.75092443	17.60831216	14.29665428
paper	paper	paper	43	3.358974359	4	0	3	214.41025640000004	233.8717949	19.46153846	224.1410256	40.66921631	33.54116049	21.45968822	35.69828772
paper bag	paper_bag	paper bag	44	3.75	0	0	0	227.4545455	250.6363636	23.18181818	239.0454545	19.55844497	19.60907586	15.47732434	17.98992553
paper plate	paper_plate	paper plate	42	3.714285714	0	0	1	223.02380950000003	239.02380950000003	16.0	231.02380950000003	15.78589691	12.50461007	11.46574963	13.03510849
paper towel	paper_towel	paper towel	45	3.5909090910000003	1	0	0	220.9772727	237.8636364	16.88636364	229.4204545	24.20502411	24.1531845	12.75022281	23.32354414
paperclip	paperclip	paperclip	43	1.372093023	0	0	0	138.13953490000003	155.2790698	17.13953488	146.7093023	17.26761543	19.28276504	12.43761843	17.21406974
paperweight	paperweight	paperweight	47	2.522727273	1	2	0	171.4545455	204.9090909	33.45454545	188.1818182	34.3392477	25.88599171	24.81040156	27.76229895
parachute	parachute	parachute	42	6.071428571	0	0	0	329.0	357.92857139999995	28.92857143	343.4642857	35.63432163	35.73915859	15.46261086	34.83924631
parfait	parfait	parfait	40	2.947368421	0	2	0	198.5	217.5789474	19.07894737	208.0394737	19.70697503	15.0936385	11.4310662	16.59590538
parking meter	parking_meter	parking meter	41	4.55	0	1	2	264.825	283.775	18.95	274.3	28.09588664	26.80746882	14.9012992	26.42910206
parrot	parrot	parrot	43	3.627906977	0	0	0	221.8604651	243.6511628	21.79069767	232.755814	16.16960905	9.123187937	15.48510519	10.60175867
parsley	parsley	parsley	46	1.9	4	2	2	144.75	171.375	26.625	158.0625	43.18104404	41.59677471	21.76999523	40.9751625
pasta	pasta	pasta	46	2.181818182	2	0	1	162.7954545	186.1363636	23.34090909	174.4659091	37.22313581	29.24920266	15.53681776	32.56056927
pastry	pastry	pastry	46	3.022727273	1	1	0	193.2272727	221.8181818	28.59090909	207.5227273	24.75823907	21.10138619	21.11906246	20.43564901
patch	patch	patch (textile)	44	2.352941176	6	4	0	169.85294119999998	198.5882353	28.73529412	184.2205882	34.01259335	30.8182528	23.38648771	30.27505003
patty	patty	patty	46	3.095238095	1	4	0	194.4761905	213.0714286	18.595238100000003	203.7738095	11.99031743	11.24319384	10.07062748	10.47540812
payphone	payphone	payphone	47	4.574468085	0	0	1	267.0	283.6595745	16.65957447	275.3297872	26.85953802	31.00510238	9.77413756	28.59181941
pea	pea	pea	43	1.186046512	0	0	2	125.4883721	136.6511628	11.1627907	131.06976740000002	17.281110100000003	17.56604371	7.816131769	16.9802341
peach	peach	peach	43	2.813953488	0	0	1	187.3953488	204.6744186	17.27906977	196.0348837	14.0392978	9.400407616	14.02943433	9.671014221
peacock	peacock	peacock	45	4.666666667	0	0	1	268.0222222	286.5111111	18.48888889	277.2666667	25.40265635	22.44551203	12.567313699999998	23.13144259
peanut	peanut	peanut	45	1.488888889	0	0	1	134.6888889	151.1333333	16.44444444	142.9111111	14.82752695	15.05837127	10.87021693	13.91993701
peanut butter	peanut_butter	peanut butter	44	2.869565217	21	0	1	191.0869565	211.6956522	20.60869565	201.3913043	41.76766153	37.41953158	22.20716332	38.06691373
pear	pear	pear	42	2.761904762	0	0	0	192.6190476	210.6190476	18.0	201.6190476	13.62199151	16.30644401	11.49337031	13.88182244
pearl	pearl	pearl	43	1.11627907	0	0	2	124.0	143.4883721	19.48837209	133.744186	13.89929769	9.789139008	14.25678133	9.679612899
pecan	pecan	pecan	44	1.818181818	0	0	2	150.5454545	164.38636359999998	13.84090909	157.4659091	28.18745766	24.9009348	9.540472373	26.16370594
pedal	pedal	pedal	44	3.0	1	1	0	200.8333333	217.3095238	16.47619048	209.0714286	17.30207469	15.13917241	9.660677387	15.52243515
pedometer	pedometer	pedometer	45	2.431818182	0	1	0	176.75	197.25	20.5	187.0	28.55685883	29.70014877	12.10131648	28.49887799
peeler	peeler	peeler	46	2.88372093	0	3	0	189.0	206.4883721	17.48837209	197.744186	21.29721645	22.84041123	12.33340816	21.20376541
peg	peg	peg	45	2.0	1	5	1	158.4615385	181.0769231	22.61538462	169.76923080000003	35.03144914	33.48164039	17.2346276	33.16403532
pelican	pelican	pelican	44	4.272727273	0	0	0	253.5454545	274.0909091	20.54545455	263.8181818	20.42849645	20.08333589	12.17212703	19.32075968
pen	pen	pen	42	2.6190476190000003	0	0	2	182.4761905	199.7857143	17.30952381	191.1309524	23.87287275	20.74882978	13.72639987	21.28639194
pencil	pencil	pencil	46	2.522727273	1	1	1	189.1363636	202.1818182	13.04545455	195.6590909	26.80731496	24.82053981	9.849931048	25.35922673
pencil sharpener	pencil_sharpener	pencil sharpener	42	2.30952381	0	0	0	170.047619	198.8333333	28.78571429	184.4404762	29.56922624	27.65194534	20.96516939	26.63831881
